control_id,control_name,relationship,technique_id,technique_name,tactic_id,tactic_name
AC-3,Access Enforcement,mitigates,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,TA0010,Exfiltration
AC-3,Access Enforcement,mitigates,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,TA0010,Exfiltration
AC-3,Access Enforcement,mitigates,T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,TA0010,Exfiltration
AC-3,Access Enforcement,mitigates,T1052,Exfiltration Over Physical Medium,TA0010,Exfiltration
AC-3,Access Enforcement,mitigates,T1052.001,Exfiltration over USB,TA0010,Exfiltration
AC-3,Access Enforcement,mitigates,T1053.006,Systemd Timers,TA0002,Execution
AC-3,Access Enforcement,mitigates,T1053.007,Container Orchestration Job,TA0002,Execution
AC-3,Access Enforcement,mitigates,T1055.008,Ptrace System Calls,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1055.009,Proc Memory,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1056.003,Web Portal Capture,TA0009,Collection
AC-3,Access Enforcement,mitigates,T1059.003,Windows Command Shell,TA0002,Execution
AC-3,Access Enforcement,mitigates,T1059.004,Unix Shell,TA0002,Execution
AC-3,Access Enforcement,mitigates,T1059.006,Python,TA0002,Execution
AC-3,Access Enforcement,mitigates,T1059.007,JavaScript,TA0002,Execution
AC-3,Access Enforcement,mitigates,T1070.002,Clear Linux or Mac System Logs,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1071.004,DNS,TA0011,Command and Control
AC-3,Access Enforcement,mitigates,T1072,Software Deployment Tools,TA0002,Execution
AC-3,Access Enforcement,mitigates,T1078.003,Local Accounts,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1080,Taint Shared Content,TA0008,Lateral Movement
AC-3,Access Enforcement,mitigates,T1087.004,Cloud Account,TA0007,Discovery
AC-3,Access Enforcement,mitigates,T1090,Proxy,TA0011,Command and Control
AC-3,Access Enforcement,mitigates,T1090.003,Multi-hop Proxy,TA0011,Command and Control
AC-3,Access Enforcement,mitigates,T1110,Brute Force,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1110.003,Password Spraying,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1110.004,Credential Stuffing,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1114,Email Collection,TA0009,Collection
AC-3,Access Enforcement,mitigates,T1114.002,Remote Email Collection,TA0009,Collection
AC-3,Access Enforcement,mitigates,T1134,Access Token Manipulation,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1134.001,Token Impersonation/Theft,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1134.002,Create Process with Token,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1134.003,Make and Impersonate Token,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1134.005,SID-History Injection,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1136,Create Account,TA0003,Persistence
AC-3,Access Enforcement,mitigates,T1136.001,Local Account,TA0003,Persistence
AC-3,Access Enforcement,mitigates,T1136.002,Domain Account,TA0003,Persistence
AC-3,Access Enforcement,mitigates,T1136.003,Cloud Account,TA0003,Persistence
AC-3,Access Enforcement,mitigates,T1185,Browser Session Hijacking,TA0009,Collection
AC-3,Access Enforcement,mitigates,T1187,Forced Authentication,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1213,Data from Information Repositories,TA0009,Collection
AC-3,Access Enforcement,mitigates,T1213.001,Confluence,TA0009,Collection
AC-3,Access Enforcement,mitigates,T1213.002,Sharepoint,TA0009,Collection
AC-3,Access Enforcement,mitigates,T1218.002,Control Panel,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1222.001,Windows File and Directory Permissions Modification,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1222.002,Linux and Mac File and Directory Permissions Modification,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1484,Domain or Tenant Policy Modification,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1485,Data Destruction,TA0040,Impact
AC-3,Access Enforcement,mitigates,T1489,Service Stop,TA0040,Impact
AC-3,Access Enforcement,mitigates,T1498,Network Denial of Service,TA0040,Impact
AC-3,Access Enforcement,mitigates,T1505.002,Transport Agent,TA0003,Persistence
AC-3,Access Enforcement,mitigates,T1505.004,IIS Components,TA0003,Persistence
AC-3,Access Enforcement,mitigates,T1538,Cloud Service Dashboard,TA0007,Discovery
AC-3,Access Enforcement,mitigates,T1539,Steal Web Session Cookie,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1542,Pre-OS Boot,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1542.001,System Firmware,TA0003,Persistence
AC-3,Access Enforcement,mitigates,T1542.003,Bootkit,TA0003,Persistence
AC-3,Access Enforcement,mitigates,T1542.004,ROMMONkit,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1542.005,TFTP Boot,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1543.002,Systemd Service,TA0003,Persistence
AC-3,Access Enforcement,mitigates,T1543.004,Launch Daemon,TA0003,Persistence
AC-3,Access Enforcement,mitigates,T1546.004,Unix Shell Configuration Modification,TA0004,Privilege Escalation
AC-3,Access Enforcement,mitigates,T1546.013,PowerShell Profile,TA0004,Privilege Escalation
AC-3,Access Enforcement,mitigates,T1547.012,Print Processors,TA0003,Persistence
AC-3,Access Enforcement,mitigates,T1547.013,XDG Autostart Entries,TA0003,Persistence
AC-3,Access Enforcement,mitigates,T1548,Abuse Elevation Control Mechanism,TA0004,Privilege Escalation
AC-3,Access Enforcement,mitigates,T1550,Use Alternate Authentication Material,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1550.002,Pass the Hash,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1550.003,Pass the Ticket,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1552,Unsecured Credentials,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1552.002,Credentials in Registry,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1553.003,SIP and Trust Provider Hijacking,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1556.001,Domain Controller Authentication,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1556.003,Pluggable Authentication Modules,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1557.002,ARP Cache Poisoning,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1558.001,Golden Ticket,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1558.002,Silver Ticket,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1558.004,AS-REP Roasting,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1559.001,Component Object Model,TA0002,Execution
AC-3,Access Enforcement,mitigates,T1561,Disk Wipe,TA0040,Impact
AC-3,Access Enforcement,mitigates,T1561.001,Disk Content Wipe,TA0040,Impact
AC-3,Access Enforcement,mitigates,T1561.002,Disk Structure Wipe,TA0040,Impact
AC-3,Access Enforcement,mitigates,T1562.002,Disable Windows Event Logging,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1562.004,Disable or Modify System Firewall,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1562.007,Disable or Modify Cloud Firewall,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1562.009,Safe Mode Boot,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1563,Remote Service Session Hijacking,TA0008,Lateral Movement
AC-3,Access Enforcement,mitigates,T1563.001,SSH Hijacking,TA0008,Lateral Movement
AC-3,Access Enforcement,mitigates,T1563.002,RDP Hijacking,TA0008,Lateral Movement
AC-3,Access Enforcement,mitigates,T1564.004,NTFS File Attributes,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1569,System Services,TA0002,Execution
AC-3,Access Enforcement,mitigates,T1569.001,Launchctl,TA0002,Execution
AC-3,Access Enforcement,mitigates,T1569.002,Service Execution,TA0002,Execution
AC-3,Access Enforcement,mitigates,T1572,Protocol Tunneling,TA0011,Command and Control
AC-3,Access Enforcement,mitigates,T1574.004,Dylib Hijacking,TA0003,Persistence
AC-3,Access Enforcement,mitigates,T1574.005,Executable Installer File Permissions Weakness,TA0003,Persistence
AC-3,Access Enforcement,mitigates,T1574.008,Path Interception by Search Order Hijacking,TA0003,Persistence
AC-3,Access Enforcement,mitigates,T1574.009,Path Interception by Unquoted Path,TA0003,Persistence
AC-3,Access Enforcement,mitigates,T1574.010,Services File Permissions Weakness,TA0003,Persistence
AC-3,Access Enforcement,mitigates,T1574.012,COR_PROFILER,TA0003,Persistence
AC-3,Access Enforcement,mitigates,T1578,Modify Cloud Compute Infrastructure,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1578.001,Create Snapshot,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1578.002,Create Cloud Instance,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1578.003,Delete Cloud Instance,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1599.001,Network Address Translation Traversal,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1601,Modify System Image,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1601.001,Patch System Image,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1601.002,Downgrade System Image,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1602,Data from Configuration Repository,TA0009,Collection
AC-3,Access Enforcement,mitigates,T1602.001,SNMP (MIB Dump),TA0009,Collection
AC-3,Access Enforcement,mitigates,T1606,Forge Web Credentials,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1606.001,Web Cookies,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1606.002,SAML Tokens,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1612,Build Image on Host,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1613,Container and Resource Discovery,TA0007,Discovery
AC-3,Access Enforcement,mitigates,T1619,Cloud Storage Object Discovery,TA0007,Discovery
AC-3,Access Enforcement,mitigates,T1003.001,LSASS Memory,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1003.002,Security Account Manager,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1003.003,NTDS,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1005,Data from Local System,TA0009,Collection
AC-3,Access Enforcement,mitigates,T1055,Process Injection,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1078,Valid Accounts,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1091,Replication Through Removable Media,TA0008,Lateral Movement
AC-3,Access Enforcement,mitigates,T1110.001,Password Guessing,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1110.002,Password Cracking,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1133,External Remote Services,TA0003,Persistence
AC-3,Access Enforcement,mitigates,T1199,Trusted Relationship,TA0001,Initial Access
AC-3,Access Enforcement,mitigates,T1200,Hardware Additions,TA0001,Initial Access
AC-3,Access Enforcement,mitigates,T1218,System Binary Proxy Execution,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1528,Steal Application Access Token,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1530,Data from Cloud Storage,TA0009,Collection
AC-3,Access Enforcement,mitigates,T1552.007,Container API,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1556,Modify Authentication Process,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1557,Adversary-in-the-Middle,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1580,Cloud Infrastructure Discovery,TA0007,Discovery
AC-3,Access Enforcement,mitigates,T1599,Network Boundary Bridging,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1611,Escape to Host,TA0004,Privilege Escalation
AC-3,Access Enforcement,mitigates,T1557.003,DHCP Spoofing,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1070.007,Clear Network Connection History and Configurations,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1070.008,Clear Mailbox Data,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1070.009,Clear Persistence,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1098.005,Device Registration,TA0003,Persistence
AC-3,Access Enforcement,mitigates,T1505.005,Terminal Services DLL,TA0003,Persistence
AC-3,Access Enforcement,mitigates,T1622,Debugger Evasion,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1647,Plist File Modification,TA0005,Defense Evasion
AC-3,Access Enforcement,mitigates,T1648,Serverless Execution,TA0002,Execution
AC-3,Access Enforcement,mitigates,T1556.006,Multi-Factor Authentication,TA0006,Credential Access
AC-3,Access Enforcement,mitigates,T1556.007,Hybrid Identity,TA0006,Credential Access
AC-5,Separation of Duties,mitigates,T1021.001,Remote Desktop Protocol,TA0008,Lateral Movement
AC-5,Separation of Duties,mitigates,T1047,Windows Management Instrumentation,TA0002,Execution
AC-5,Separation of Duties,mitigates,T1053,Scheduled Task/Job,TA0002,Execution
AC-5,Separation of Duties,mitigates,T1053.002,At,TA0002,Execution
AC-5,Separation of Duties,mitigates,T1053.003,Cron,TA0002,Execution
AC-5,Separation of Duties,mitigates,T1053.005,Scheduled Task,TA0002,Execution
AC-5,Separation of Duties,mitigates,T1059,Command and Scripting Interpreter,TA0002,Execution
AC-5,Separation of Duties,mitigates,T1059.001,PowerShell,TA0002,Execution
AC-5,Separation of Duties,mitigates,T1059.008,Network Device CLI,TA0002,Execution
AC-5,Separation of Duties,mitigates,T1070,Indicator Removal,TA0005,Defense Evasion
AC-5,Separation of Duties,mitigates,T1070.001,Clear Windows Event Logs,TA0005,Defense Evasion
AC-5,Separation of Duties,mitigates,T1070.003,Clear Command History,TA0005,Defense Evasion
AC-5,Separation of Duties,mitigates,T1078.002,Domain Accounts,TA0005,Defense Evasion
AC-5,Separation of Duties,mitigates,T1078.004,Cloud Accounts,TA0005,Defense Evasion
AC-5,Separation of Duties,mitigates,T1098,Account Manipulation,TA0003,Persistence
AC-5,Separation of Duties,mitigates,T1098.001,Additional Cloud Credentials,TA0003,Persistence
AC-5,Separation of Duties,mitigates,T1098.002,Additional Email Delegate Permissions,TA0003,Persistence
AC-5,Separation of Duties,mitigates,T1098.003,Additional Cloud Roles,TA0003,Persistence
AC-5,Separation of Duties,mitigates,T1190,Exploit Public-Facing Application,TA0001,Initial Access
AC-5,Separation of Duties,mitigates,T1197,BITS Jobs,TA0005,Defense Evasion
AC-5,Separation of Duties,mitigates,T1210,Exploitation of Remote Services,TA0008,Lateral Movement
AC-5,Separation of Duties,mitigates,T1213.003,Code Repositories,TA0009,Collection
AC-5,Separation of Duties,mitigates,T1218.007,Msiexec,TA0005,Defense Evasion
AC-5,Separation of Duties,mitigates,T1222,File and Directory Permissions Modification,TA0005,Defense Evasion
AC-5,Separation of Duties,mitigates,T1495,Firmware Corruption,TA0040,Impact
AC-5,Separation of Duties,mitigates,T1505,Server Software Component,TA0003,Persistence
AC-5,Separation of Duties,mitigates,T1505.003,Web Shell,TA0003,Persistence
AC-5,Separation of Duties,mitigates,T1525,Implant Internal Image,TA0003,Persistence
AC-5,Separation of Duties,mitigates,T1537,Transfer Data to Cloud Account,TA0010,Exfiltration
AC-5,Separation of Duties,mitigates,T1543,Create or Modify System Process,TA0003,Persistence
AC-5,Separation of Duties,mitigates,T1543.001,Launch Agent,TA0003,Persistence
AC-5,Separation of Duties,mitigates,T1543.003,Windows Service,TA0003,Persistence
AC-5,Separation of Duties,mitigates,T1546.003,Windows Management Instrumentation Event Subscription,TA0004,Privilege Escalation
AC-5,Separation of Duties,mitigates,T1547.004,Winlogon Helper DLL,TA0003,Persistence
AC-5,Separation of Duties,mitigates,T1547.006,Kernel Modules and Extensions,TA0003,Persistence
AC-5,Separation of Duties,mitigates,T1547.009,Shortcut Modification,TA0003,Persistence
AC-5,Separation of Duties,mitigates,T1548.002,Bypass User Account Control,TA0004,Privilege Escalation
AC-5,Separation of Duties,mitigates,T1548.003,Sudo and Sudo Caching,TA0004,Privilege Escalation
